month,ccaa,operator,power_kW,band,usagecost_original,parsed,reason
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,32.0,DC,carga gratis ,,free
2025-09,Cataluña,,25.0,DC,carga gratis ,,free
2025-09,Cataluña,,32.0,DC,carga gratis ,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,3.7,AC,,,no_kwh
2025-09,Cataluña,,11.0,AC,,,empty
2025-09,Cataluña,,11.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,"0,30€/kWh",0.3,ok
2025-09,Cataluña,,100.0,DC,"0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.54,ok
2025-09,Cataluña,,22.0,AC,"0,38€/kWh AC - (0,03€/min parked without charging)",0.38,ok
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,7.4,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,180.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Cataluña,,10.0,AC,"0,45€/kWh ",0.45,ok
2025-09,Cataluña,,22.2,DC,Free,,free
2025-09,Cataluña,,50.0,DC,,,empty
2025-09,Cataluña,,50.0,DC,,,empty
2025-09,Cataluña,,43.0,DC,,,empty
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,150.0,DC,"0,54€/kWh",0.54,ok
2025-09,Cataluña,,11.0,AC,free,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,,,empty
2025-09,Cataluña,,150.0,DC,"0,59€/kWh DC - 0,39€/kWh AC",0.59,ok
2025-09,Cataluña,,11.0,AC,"0,59€/kWh DC - 0,39€/kWh AC",0.59,ok
2025-09,Cataluña,,100.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-09,Cataluña,,80.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-09,Cataluña,,150.0,DC," 0,55€/kWh DC - 0,35€/kWh AC ",0.55,ok
2025-09,Cataluña,,50.0,DC,"0,25€/kW",,no_kwh
2025-09,Cataluña,,43.0,DC,"0,25€/kW",,no_kwh
2025-09,Cataluña,,50.0,DC,"0,25€/kW",,no_kwh
2025-09,Cataluña,,22.0,AC,"0,25€/kW",,no_kwh
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,50.0,DC,free,,free
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,43.0,DC,free,,free
2025-09,Cataluña,,40.0,DC,Free,,free
2025-09,Cataluña,,40.0,DC,Free,,free
2025-09,Cataluña,,43.0,DC,Free,,free
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,250.0,DC,,,no_kwh
2025-09,Cataluña,,180.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-09,Cataluña,,50.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-09,Cataluña,,43.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-09,Cataluña,,50.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-09,Cataluña,,22.0,AC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-09,Cataluña,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,80.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,80.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,100.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0,22€/kWh",0.22,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,60.0,DC,"0,40€/kWh DC - 0,32€/kWh AC",0.4,ok
2025-09,Cataluña,,22.0,AC,"0,40€/kWh DC - 0,32€/kWh AC",0.4,ok
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,22.0,AC,0.35€/kWh,0.35,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-09,Cataluña,,22.0,AC,0.38€/kWh,0.38,ok
2025-09,Cataluña,,22.0,AC,"0,38€/kWh",0.38,ok
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,7.4,AC,"0,61€/kWh",0.61,ok
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,22.0,AC,"0,22€/kWh",0.22,ok
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,22.0,AC,0.44€/kWh,0.44,ok
2025-09,Cataluña,,22.0,AC,0.44€/kWh,0.44,ok
2025-09,Cataluña,,22.0,AC,0.44€/kWh,0.44,ok
2025-09,Cataluña,,9.0,AC,0.44€/kWh,0.44,ok
2025-09,Cataluña,,22.2,DC,Free,,free
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,11.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,0,,no_kwh
2025-09,Cataluña,,50.0,DC,"0,41€/kWh DC - 0,29€/kWh AC  ",0.41,ok
2025-09,Cataluña,,50.0,DC,"0,41€/kWh DC - 0,29€/kWh AC  ",0.41,ok
2025-09,Cataluña,,43.0,DC,"0,41€/kWh DC - 0,29€/kWh AC  ",0.41,ok
2025-09,Cataluña,,100.0,DC,0.54€/kWh,0.54,ok
2025-09,Cataluña,,21.5,AC,,,empty
2025-09,Cataluña,,50.0,DC,,,empty
2025-09,Cataluña,,50.0,DC,,,empty
2025-09,Cataluña,,43.0,DC,,,empty
2025-09,Cataluña,,60.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-09,Cataluña,,22.0,AC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-09,Cataluña,,50.0,DC,0,,no_kwh
2025-09,Cataluña,,50.0,DC,0,,no_kwh
2025-09,Cataluña,,43.0,DC,0,,no_kwh
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,100.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,Free / Gratis,,free
2025-09,Cataluña,,11.0,AC,Free / Gratis,,free
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,60.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,60.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,11.0,AC,,,empty
2025-09,Cataluña,,11.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,14.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,"0,26€/kWh",0.26,ok
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,150.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,80.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,50.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,50.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,150.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,80.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,50.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,50.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW ",0.69,ok
2025-09,Cataluña,,22.0,AC," 0,39€/kWh + parking fee",0.39,ok
2025-09,Cataluña,,30.0,DC,"0,37€/kWh DC - 0,32€/kWh AC",0.37,ok
2025-09,Cataluña,,7.4,AC,"0,37€/kWh DC - 0,32€/kWh AC",0.37,ok
2025-09,Cataluña,,50.0,DC,"0,26 €/kWh",0.26,ok
2025-09,Cataluña,,50.0,DC,"0,26 €/kWh",0.26,ok
2025-09,Cataluña,,43.0,DC,"0,26 €/kWh",0.26,ok
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,"0,26 €/kWh",0.26,ok
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,50.0,DC,free,,free
2025-09,Cataluña,,50.0,DC,free,,free
2025-09,Cataluña,,42.0,DC,free,,free
2025-09,Cataluña,,50.0,DC,"0,19",,no_kwh
2025-09,Cataluña,,50.0,DC,"0,19",,no_kwh
2025-09,Cataluña,,43.0,DC,"0,19",,no_kwh
2025-09,Cataluña,,250.0,DC,"16 V4 Superchargers 250kW (CCS). Max total power of the station 1,5MW",,no_kwh
2025-09,Cataluña,,22.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Cataluña,,50.0,DC,gratis,,free
2025-09,Cataluña,,43.0,DC,gratis,,free
2025-09,Cataluña,,50.0,DC,gratis,,free
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,2.3,AC,,,empty
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,22.0,AC,"0,24€/kWh",0.24,ok
2025-09,Cataluña,,2.3,AC,"0,24€/kWh",0.24,ok
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,"0,70€/kWh",0.7,ok
2025-09,Cataluña,,7.4,AC,"0,70€/kWh",0.7,ok
2025-09,Cataluña,,7.4,AC,Gratis/Free,,free
2025-09,Cataluña,,2.4,AC,Gratis/Free,,free
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,3.7,AC,Gratis/Free,,free
2025-09,Cataluña,,2.3,AC,Gratis/Free,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,300.0,DC,"0,67€/kWh DC - 0,45€/kWh 50kW - 0,39€/kWh 22kW AC",0.67,ok
2025-09,Cataluña,,50.0,DC,"0,67€/kWh DC - 0,45€/kWh 50kW - 0,39€/kWh 22kW AC",0.67,ok
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,150.0,DC,"0,60 €/kWh",0.6,ok
2025-09,Cataluña,,50.0,DC,free,,free
2025-09,Cataluña,,43.0,DC,free,,free
2025-09,Cataluña,,50.0,DC,free,,free
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,2.3,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC," 0,40€/kWh AC ",0.4,ok
2025-09,Cataluña,,11.0,AC,"0,40€/kWh",0.4,ok
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,7.0,AC,0,,no_kwh
2025-09,Cataluña,,22.2,DC,,,empty
2025-09,Cataluña,,22.0,AC,,,empty
2025-09,Cataluña,,11.0,AC,,,empty
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,22.0,AC,"0,0 €/kWh",,out_of_range
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,7.4,AC,,,no_kwh
2025-09,Cataluña,,3.7,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,7.4,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,7.0,AC,gratis,,free
2025-09,Cataluña,,3.5,AC,gratis,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Cataluña,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Cataluña,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Cataluña,,22.0,AC,free,,free
2025-09,Cataluña,,3.6,AC,Free,,free
2025-09,Cataluña,,3.6,AC,Free,,free
2025-09,Cataluña,,3.6,AC,Free,,free
2025-09,Cataluña,,3.6,AC,Free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,50.0,DC,,,no_kwh
2025-09,Cataluña,,50.0,DC,,,no_kwh
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,,,,,no_kwh
2025-09,Cataluña,,7.0,AC,Free,,free
2025-09,Cataluña,,3.5,AC,Free,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Cataluña,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Cataluña,,22.0,AC,"0,45€/kWh DC - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Cataluña,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,7.4,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,7.4,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,7.4,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,22.0,AC,Free,,free
2025-09,Cataluña,,2.3,AC,Free,,free
2025-09,Cataluña,,11.0,AC,,,no_kwh
2025-09,Cataluña,,3.7,AC,,,no_kwh
2025-09,Cataluña,,7.4,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,40.0,DC,free,,free
2025-09,Cataluña,,40.0,DC,free,,free
2025-09,Cataluña,,43.0,DC,free,,free
2025-09,Cataluña,,7.4,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Cataluña,,22.0,AC,Free,,free
2025-09,Cataluña,,34.0,DC,Free,,free
2025-09,Cataluña,,3.7,AC,,,empty
2025-09,Cataluña,,7.4,AC,"0,38€/kWh",0.38,ok
2025-09,Cataluña,,150.0,DC,"0,50€/kWh DC ",0.5,ok
2025-09,Cataluña,,150.0,DC,"0,50€/kWh DC ",0.5,ok
2025-09,Cataluña,,150.0,DC,"0,50€/kWh DC ",0.5,ok
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,3.6,AC,free,,free
2025-09,Cataluña,,7.4,AC,,,no_kwh
2025-09,Cataluña,,3.7,AC,,,no_kwh
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,40.0,DC,free,,free
2025-09,Cataluña,,40.0,DC,free,,free
2025-09,Cataluña,,43.0,DC,free,,free
2025-09,Cataluña,,22.0,AC,,,no_kwh
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Cataluña,,50.0,DC,"0,47€/kWh",0.47,ok
