month,ccaa,operator,power_kW,band,usagecost_original,parsed,reason
2025-09,Aragón,,7.4,AC," 0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC," 0,39€/kWh AC",0.39,ok
2025-09,Aragón,,7.4,AC,"0,38€/kWh",0.38,ok
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh + parking ",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,43.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,22.0,AC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,22.2,DC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,43.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,22.0,AC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,22.0,AC,"parking fee + 0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,22.0,AC,free,,free
2025-09,Aragón,,22.0,AC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,50.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,43.0,DC,"0.49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,11.0,AC,Free.  Limited to 1 hour. Accessible during business hours,,free
2025-09,Aragón,,22.2,DC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,22.0,AC,"0,30€/kWh",0.3,ok
2025-09,Aragón,,22.0,AC,free,,free
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,58€/kWh D C>60kW - 0,38€/kWh AC - (0,40€/min DC / 0,03€/min AC parked without charging)",0.58,ok
2025-09,Aragón,,150.0,DC,"0,58€/kWh D C>60kW - 0,38€/kWh AC - (0,40€/min DC / 0,03€/min AC parked without charging)",0.58,ok
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,,,no_kwh
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,90.0,DC,free,,free
2025-09,Aragón,,22.0,AC,free,,free
2025-09,Aragón,,7.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Aragón,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,2.3,AC,,,empty
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,3.7,AC,"0,39€/kWh AC",0.39,ok
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,7.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,38€/kWh + parking fee",0.38,ok
2025-09,Aragón,,50.0,DC,"0,38€/kWh + parking fee",0.38,ok
2025-09,Aragón,,7.4,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,"0,49€/kWh",0.49,ok
2025-09,Aragón,,43.0,DC,"0,49€/kWh",0.49,ok
2025-09,Aragón,,50.0,DC,"0,49€/kWh",0.49,ok
2025-09,Aragón,,22.0,AC,"0,40€/kwh",0.4,ok
2025-09,Aragón,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Aragón,,150.0,DC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,,,empty
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,50.0,DC,,,empty
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,0.49€/kWh,0.49,ok
2025-09,Aragón,,43.0,DC,0.49€/kWh,0.49,ok
2025-09,Aragón,,50.0,DC,0.49€/kWh,0.49,ok
2025-09,Aragón,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Aragón,,50.0,DC,Free,,free
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,20€/kWh",0.2,ok
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,7.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Aragón,,360.0,DC,"0,55€/kWh",0.55,ok
2025-09,Aragón,,360.0,DC,"0,55€/kWh",0.55,ok
2025-09,Aragón,,360.0,DC,"0,58€/kWh DC ",0.58,ok
2025-09,Aragón,,360.0,DC,"0,58€/kWh DC ",0.58,ok
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,7.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Aragón,,22.0,AC,0.39€/kWh,0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh + parking fee",0.39,ok
2025-09,Aragón,,22.0,AC,"0,22€/kWh",0.22,ok
2025-09,Aragón,,50.0,DC,0.45€/kWh,0.45,ok
2025-09,Aragón,,50.0,DC,0.45€/kWh,0.45,ok
2025-09,Aragón,,43.0,DC,0.45€/kWh,0.45,ok
2025-09,Aragón,,400.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.69,ok
2025-09,Aragón,,200.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.69,ok
2025-09,Aragón,,80.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.69,ok
2025-09,Aragón,,100.0,DC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.69,ok
2025-09,Aragón,,7.4,AC,"0,69€/kWh >200kW - 0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.69,ok
2025-09,Aragón,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,60.0,DC,"0,50€/kWh",0.5,ok
2025-09,Aragón,,22.0,AC,"0,50€/kWh",0.5,ok
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,7.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Aragón,,7.4,AC,,,no_kwh
2025-09,Aragón,,2.3,AC,,,no_kwh
2025-09,Aragón,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,43.0,DC," 0,49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC",0.49,ok
2025-09,Aragón,,150.0,DC,"0,60€/kWh DC - 0,40€/kWh AC",0.6,ok
2025-09,Aragón,,120.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Aragón,,22.0,AC,"0,54€/kWh 80-200kW - 0,45€/kWh DC50kW/AC43kW - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Aragón,,7.0,AC,,,no_kwh
2025-09,Aragón,,2.3,AC,,,no_kwh
2025-09,Aragón,,3.7,AC,,,no_kwh
2025-09,Aragón,,250.0,DC,0.37€/kWh Tesla - 0.49€/kWh Non-Tesla,0.37,ok
2025-09,Aragón,,120.0,DC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,120.0,DC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,22.0,AC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,120.0,DC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,120.0,DC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,80.0,DC,"0,35€/kW Dc - 0,25€/kWh AC",0.25,ok
2025-09,Aragón,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Aragón,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Aragón,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-09,Aragón,,150.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,22.0,AC,Free,,free
2025-09,Aragón,,7.4,AC,Free,,free
2025-09,Aragón,,22.0,AC,"0,38€/kWh",0.38,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,43.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,22.0,AC,free,,free
2025-09,Aragón,,7.4,AC,,,no_kwh
2025-09,Aragón,,2.3,AC,,,no_kwh
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,43.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Aragón,,7.4,AC,,,empty
2025-09,Aragón,,3.7,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,30€/kWh",0.3,ok
2025-09,Aragón,,22.0,AC,,,no_kwh
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Aragón,,150.0,DC,"0,54€/kWh DC 150kW - 0,45€/kWh DC - 0,39€/kWh AC",0.54,ok
2025-09,Aragón,,80.0,DC,"0,54€/kWh DC 150kW - 0,45€/kWh DC - 0,39€/kWh AC",0.54,ok
2025-09,Aragón,,50.0,DC,"0,54€/kWh DC 150kW - 0,45€/kWh DC - 0,39€/kWh AC",0.54,ok
2025-09,Aragón,,50.0,DC,"0,54€/kWh DC 150kW - 0,45€/kWh DC - 0,39€/kWh AC",0.54,ok
2025-09,Aragón,,22.0,AC,"0,54€/kWh DC 150kW - 0,45€/kWh DC - 0,39€/kWh AC",0.54,ok
2025-09,Aragón,,22.0,AC,0.25€/kWh,0.25,ok
2025-09,Aragón,,22.0,AC,0.27€/kWh,0.27,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,22.0,AC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Aragón,,7.0,AC,€0/kWh,,no_kwh
2025-09,Aragón,,2.3,AC,€0/kWh,,no_kwh
2025-09,Aragón,,100.0,DC,"0,55€/kWh DC",0.55,ok
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,43.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,43.0,DC," 0,47€/kWh",0.47,ok
2025-09,Aragón,,22.0,AC," 0,39€/kWh ",0.39,ok
2025-09,Aragón,,11.0,AC,"0,35€/kWh",0.35,ok
2025-09,Aragón,,3.7,AC,,,no_kwh
2025-09,Aragón,,22.0,AC,,,empty
2025-09,Aragón,,11.0,AC,,,empty
2025-09,Aragón,,22.0,AC,"0,45€/kWh 50kW - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh 50kW - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Aragón,,50.0,DC,"0,45€/kWh 50kW - 0,39€/kWh 22kW AC",0.45,ok
2025-09,Aragón,,100.0,DC,"0,50€/kWh 150kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-09,Aragón,,50.0,DC,"0,50€/kWh 150kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-09,Aragón,,22.0,AC,"0,50€/kWh 150kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-09,Aragón,,7.4,AC,"0,20€/kWh",0.2,ok
2025-09,Aragón,,100.0,DC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,30€/kWh AC",0.5,ok
