month,provincia,operator,power_kW,band,usagecost_original,parsed,reason
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,7.4,AC,"0,64€/kWh",0.64,ok
2025-07,Tarragona,,150.0,DC,0.59€/kWh,0.59,ok
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,Free,,free
2025-07,Tarragona,,11.0,AC,Free,,free
2025-07,Tarragona,,7.4,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,120.0,DC,"0,55€/kWh DC 0,39€/kWh AC",0.55,ok
2025-07,Tarragona,,22.0,AC,"0,55€/kWh DC 0,39€/kWh AC",0.55,ok
2025-07,Tarragona,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,42.0,DC,free,,free
2025-07,Tarragona,,42.0,DC,free,,free
2025-07,Tarragona,,12.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,,,empty
2025-07,Tarragona,,11.0,AC,,,empty
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,22.0,AC,"0,25€/kWh ",0.25,ok
2025-07,Tarragona,,22.2,DC,Free,,free
2025-07,Tarragona,,50.0,DC,"0,39€/kWh 50 kW - 0,32€/kWh AC",0.39,ok
2025-07,Tarragona,,50.0,DC,"0,39€/kWh 50 kW - 0,32€/kWh AC",0.39,ok
2025-07,Tarragona,,43.0,DC,"0,39€/kWh 50 kW - 0,32€/kWh AC",0.39,ok
2025-07,Tarragona,,7.4,AC,free,,free
2025-07,Tarragona,,7.4,AC,free,,free
2025-07,Tarragona,,90.0,DC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-07,Tarragona,,22.0,AC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-07,Tarragona,,22.0,AC," 0,39€/kWh ",0.39,ok
2025-07,Tarragona,,22.0,AC,,,empty
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.2,DC,Free,,free
2025-07,Tarragona,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-07,Tarragona,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-07,Tarragona,,43.0,DC,"0,45€/kWh ",0.45,ok
2025-07,Tarragona,,11.0,AC,,,no_kwh
2025-07,Tarragona,,11.0,AC,,,empty
2025-07,Tarragona,,100.0,DC,"0,54€/kWh DC - 0,36€/kWh AC",0.54,ok
2025-07,Tarragona,,50.0,DC,subscription required to ethecnic.com,,no_kwh
2025-07,Tarragona,,50.0,DC,subscription required to ethecnic.com,,no_kwh
2025-07,Tarragona,,43.0,DC,subscription required to ethecnic.com,,no_kwh
2025-07,Tarragona,,50.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,50.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,43.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,43.0,DC,free,,free
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"DC: 0,45€/kWh - AC:0,35€/kWh",0.45,ok
2025-07,Tarragona,,43.0,DC,"DC: 0,45€/kWh - AC:0,35€/kWh",0.45,ok
2025-07,Tarragona,,50.0,DC,"DC: 0,45€/kWh - AC:0,35€/kWh",0.45,ok
2025-07,Tarragona,,22.2,DC,Free,,free
2025-07,Tarragona,,100.0,DC,"DC: 0,54€/kWh - AC: 0,39€/kWh",0.54,ok
2025-07,Tarragona,,50.0,DC,"0,43€/kWh DC - 0,36€/kWh AC  ",0.43,ok
2025-07,Tarragona,,50.0,DC,"0,43€/kWh DC - 0,36€/kWh AC  ",0.43,ok
2025-07,Tarragona,,22.0,AC,"0,43€/kWh DC - 0,36€/kWh AC  ",0.43,ok
2025-07,Tarragona,,22.0,AC,Gratuito,,no_kwh
2025-07,Tarragona,,2.3,AC,Gratuito,,no_kwh
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,43.0,DC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,22.0,AC,"0,39€/kWh",0.39,ok
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,"0,30€ kWh ",0.3,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,45€/kWh",0.45,ok
2025-07,Tarragona,,50.0,DC,"0,45€/kWh",0.45,ok
2025-07,Tarragona,,43.0,DC,"0,45€/kWh",0.45,ok
2025-07,Tarragona,,3.7,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,3.7,AC,,,no_kwh
2025-07,Tarragona,,11.0,AC,,,no_kwh
2025-07,Tarragona,,50.0,DC,,,empty
2025-07,Tarragona,,50.0,DC,,,empty
2025-07,Tarragona,,43.0,DC,,,empty
2025-07,Tarragona,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-07,Tarragona,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-07,Tarragona,,43.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-07,Tarragona,,22.0,AC,"0,39€/kWh",0.39,ok
2025-07,Tarragona,,2.3,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,"0,25€/kwh",0.25,ok
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,22.2,DC,,,empty
2025-07,Tarragona,,22.2,DC,,,empty
2025-07,Tarragona,,22.2,DC,,,empty
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,32.0,DC,carga gratis ,,free
2025-07,Tarragona,,25.0,DC,carga gratis ,,free
2025-07,Tarragona,,32.0,DC,carga gratis ,,free
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,3.7,AC,,,no_kwh
2025-07,Tarragona,,11.0,AC,,,empty
2025-07,Tarragona,,11.0,AC,,,empty
2025-07,Tarragona,,22.0,AC,"0,30€/kWh",0.3,ok
2025-07,Tarragona,,100.0,DC,"0,54€/kWh 80-200kW - 0,39€/kWh  AC",0.54,ok
2025-07,Tarragona,,22.0,AC,"0,38€/kWh AC - (0,03€/min parked without charging)",0.38,ok
2025-07,Tarragona,,22.0,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,7.4,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,180.0,DC,"0,45€/kWh ",0.45,ok
2025-07,Tarragona,,10.0,AC,"0,45€/kWh ",0.45,ok
2025-07,Tarragona,,22.2,DC,Free,,free
2025-07,Tarragona,,50.0,DC,,,empty
2025-07,Tarragona,,50.0,DC,,,empty
2025-07,Tarragona,,43.0,DC,,,empty
2025-07,Tarragona,,22.0,AC,,,empty
2025-07,Tarragona,,150.0,DC,"0,54€/kWh",0.54,ok
2025-07,Tarragona,,11.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,50.0,DC,,,empty
2025-07,Tarragona,,150.0,DC,"0,59€/kWh DC - 0,39€/kWh AC",0.59,ok
2025-07,Tarragona,,11.0,AC,"0,59€/kWh DC - 0,39€/kWh AC",0.59,ok
2025-07,Tarragona,,100.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-07,Tarragona,,80.0,DC,"0,60 €/kWh DC - 0,39€/kWh AC",0.6,ok
2025-07,Tarragona,,150.0,DC," 0,55€/kWh DC - 0,35€/kWh AC ",0.55,ok
2025-07,Tarragona,,50.0,DC,"0,25€/kW",,no_kwh
2025-07,Tarragona,,43.0,DC,"0,25€/kW",,no_kwh
2025-07,Tarragona,,50.0,DC,"0,25€/kW",,no_kwh
2025-07,Tarragona,,22.0,AC,"0,25€/kW",,no_kwh
2025-07,Tarragona,,50.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,50.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,43.0,DC,0.47€/kWh ,0.47,ok
2025-07,Tarragona,,50.0,DC,free,,free
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,43.0,DC,free,,free
2025-07,Tarragona,,40.0,DC,Free,,free
2025-07,Tarragona,,40.0,DC,Free,,free
2025-07,Tarragona,,43.0,DC,Free,,free
2025-07,Tarragona,,22.0,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,250.0,DC,,,no_kwh
2025-07,Tarragona,,180.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-07,Tarragona,,50.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-07,Tarragona,,43.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-07,Tarragona,,50.0,DC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-07,Tarragona,,22.0,AC,"0,55€/kWh >90kW - 0,39€/kWh DC50kW/AC",0.55,ok
2025-07,Tarragona,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,80.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,80.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh ",0.54,ok
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,100.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-07,Tarragona,,22.0,AC,"0.50€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,22.0,AC,"0,22€/kWh",0.22,ok
2025-07,Tarragona,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-07,Tarragona,,60.0,DC,"0,40€/kWh DC - 0,32€/kWh AC",0.4,ok
2025-07,Tarragona,,22.0,AC,"0,40€/kWh DC - 0,32€/kWh AC",0.4,ok
2025-07,Tarragona,,22.0,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,22.0,AC,0.35€/kWh,0.35,ok
2025-07,Tarragona,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-07,Tarragona,,50.0,DC,"0,45€/kWh DC ",0.45,ok
2025-07,Tarragona,,22.0,AC,0.38€/kWh,0.38,ok
2025-07,Tarragona,,22.0,AC,"0,38€/kWh",0.38,ok
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,,,no_kwh
2025-07,Tarragona,,7.4,AC,"0,61€/kWh",0.61,ok
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,"0,22€/kWh",0.22,ok
2025-07,Tarragona,,3.7,AC,,,empty
2025-07,Tarragona,,3.7,AC,,,empty
2025-07,Tarragona,,3.7,AC,,,empty
2025-07,Tarragona,,3.7,AC,,,empty
2025-07,Tarragona,,22.0,AC,0.44€/kWh,0.44,ok
2025-07,Tarragona,,22.0,AC,0.44€/kWh,0.44,ok
2025-07,Tarragona,,22.0,AC,0.44€/kWh,0.44,ok
2025-07,Tarragona,,9.0,AC,0.44€/kWh,0.44,ok
2025-07,Tarragona,,22.2,DC,Free,,free
2025-07,Tarragona,,22.0,AC,free,,free
2025-07,Tarragona,,22.0,AC,,,empty
2025-07,Tarragona,,22.0,AC,"0,25€/kWh",0.25,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-07,Tarragona,,11.0,AC,,,no_kwh
2025-07,Tarragona,,22.0,AC,0,,no_kwh
