month,provincia,band,eur_kWh,lat,lon,operator,power_kW
2025-05,Lugo,AC,0.45,42.40846129606044,-7.072395703362645,,22.0
2025-05,Lugo,DC,0.49,42.42857232854368,-6.989204348699104,,60.0
2025-05,Lugo,AC,0.49,42.42857232854368,-6.989204348699104,,22.0
2025-05,Lugo,DC,0.47,42.646480624747426,-6.876698222523146,,50.0
2025-05,Lugo,DC,0.47,42.646480624747426,-6.876698222523146,,50.0
2025-05,Lugo,DC,0.47,42.646480624747426,-6.876698222523146,,43.0
2025-05,Lugo,AC,0.45,42.60314392931002,-6.81472119631897,,22.0
2025-05,Lugo,DC,0.47,42.41768015344297,-6.8240944585194825,,50.0
2025-05,Lugo,DC,0.47,42.41768015344297,-6.8240944585194825,,50.0
2025-05,Lugo,DC,0.47,42.41768015344297,-6.8240944585194825,,43.0
2025-05,Lugo,AC,0.39,42.41099414855725,-6.820088460615779,,7.4
2025-05,Lugo,DC,0.45,42.65921640659806,-6.914015063933903,,50.0
2025-05,Lugo,DC,0.45,42.65921640659806,-6.914015063933903,,50.0
2025-05,Lugo,DC,0.45,42.65921640659806,-6.914015063933903,,43.0
2025-05,Lugo,DC,0.45,42.72647397461549,-7.022313166515346,,50.0
2025-05,Lugo,DC,0.45,42.72647397461549,-7.022313166515346,,50.0
2025-05,Lugo,DC,0.45,42.72647397461549,-7.022313166515346,,43.0
2025-05,Lugo,DC,0.45,43.54341799999975,-6.845953000003874,,50.0
2025-05,Lugo,DC,0.45,43.54341799999975,-6.845953000003874,,50.0
2025-05,Lugo,DC,0.6,43.54330910232787,-6.845320218852748,,400.0
2025-05,Lugo,DC,0.45,43.465134343946914,-7.051905595139289,,50.0
2025-05,Lugo,AC,0.45,43.465134343946914,-7.051905595139289,,22.0
2025-05,Lugo,DC,0.45,43.465134343946914,-7.051905595139289,,50.0
2025-05,Lugo,AC,0.39,43.4643668527313,-7.051382757434283,,7.4
2025-05,Lugo,DC,0.55,43.56148989543141,-6.922599127497563,,150.0
2025-05,Lugo,DC,0.55,43.56148989543141,-6.922599127497563,,360.0
2025-05,Lugo,DC,0.48,43.56187389999999,-6.92312430000004,,50.0
2025-05,Lugo,DC,0.48,43.56187389999999,-6.92312430000004,,50.0
2025-05,Lugo,DC,0.48,43.56187389999999,-6.92312430000004,,43.0
2025-05,Lugo,AC,0.42,43.568844253827734,-6.943907909600739,,7.2
2025-05,Lugo,DC,0.5,43.542060785593804,-6.984131716556078,,100.0
2025-05,Lugo,DC,0.5,43.542060785593804,-6.984131716556078,,50.0
2025-05,Lugo,AC,0.5,43.542060785593804,-6.984131716556078,,22.0
2025-05,Lugo,AC,0.42,43.538180144842016,-7.023300492015096,,7.36
2025-05,Lugo,AC,0.42,43.52698909457905,-7.032024618823016,,7.36
2025-05,Lugo,DC,0.5,43.54446093562956,-7.080794165392263,,100.0
2025-05,Lugo,DC,0.5,43.54446093562956,-7.080794165392263,,50.0
2025-05,Lugo,AC,0.5,43.54446093562956,-7.080794165392263,,22.0
2025-05,Lugo,DC,0.6,43.54055693528426,-7.065217976200643,,100.0
2025-05,Lugo,DC,0.6,43.54055693528426,-7.065217976200643,,80.0
2025-05,Lugo,DC,0.65,43.54399603927351,-7.062587273281395,,350.0
2025-05,Lugo,DC,0.47,43.53833933417775,-7.054382285929705,,50.0
2025-05,Lugo,DC,0.47,43.53833933417775,-7.054382285929705,,50.0
2025-05,Lugo,DC,0.47,43.53833933417775,-7.054382285929705,,43.0
2025-05,Lugo,DC,0.69,43.54564747135328,-7.156232255144658,,180.0
2025-05,Lugo,DC,0.69,43.54564747135328,-7.156232255144658,,360.0
2025-05,Lugo,DC,0.69,43.54564747135328,-7.156232255144658,,80.0
2025-05,Lugo,DC,0.5,43.539363741223156,-7.260132367771689,,50.0
2025-05,Lugo,DC,0.5,43.539363741223156,-7.260132367771689,,50.0
2025-05,Lugo,AC,0.5,43.539363741223156,-7.260132367771689,,22.0
2025-05,Lugo,DC,0.45,43.53927729811329,-7.262949171779837,,50.0
2025-05,Lugo,DC,0.45,43.53927729811329,-7.262949171779837,,50.0
2025-05,Lugo,AC,0.25,43.42753850110003,-7.365907549120493,,22.0
2025-05,Lugo,AC,0.25,43.42793349140578,-7.366074817128492,,22.0
2025-05,Lugo,DC,0.35,43.42793580607153,-7.369994549062767,,50.0
2025-05,Lugo,DC,0.35,43.42793580607153,-7.369994549062767,,50.0
2025-05,Lugo,AC,0.35,43.42793580607153,-7.369994549062767,,22.0
2025-05,Lugo,DC,0.47,43.433264697280975,-7.361573301127862,,50.0
2025-05,Lugo,DC,0.47,43.433264697280975,-7.361573301127862,,50.0
2025-05,Lugo,DC,0.47,43.433264697280975,-7.361573301127862,,43.0
2025-05,Lugo,DC,0.47,43.379966317802456,-7.426850274390574,,50.0
2025-05,Lugo,DC,0.47,43.379966317802456,-7.426850274390574,,43.0
2025-05,Lugo,DC,0.47,43.379966317802456,-7.426850274390574,,50.0
2025-05,Lugo,DC,0.43,43.28557371790856,-7.402713030746099,,50.0
2025-05,Lugo,AC,0.42,43.36061137501849,-7.109666906250709,,7.36
2025-05,Lugo,DC,0.55,43.107298710340274,-7.60486204308836,,250.0
2025-05,Lugo,DC,0.55,43.107298710340274,-7.60486204308836,,250.0
2025-05,Lugo,AC,0.22,43.08527955909918,-7.6068671553248635,,22.0
2025-05,Lugo,DC,0.54,43.087367267575615,-7.546510093858615,,100.0
2025-05,Lugo,AC,0.54,43.087367267575615,-7.546510093858615,,22.0
2025-05,Lugo,DC,0.39,43.13739263424449,-7.49217819431766,,50.0
2025-05,Lugo,DC,0.39,43.13739263424449,-7.49217819431766,,43.0
2025-05,Lugo,DC,0.39,43.13739263424449,-7.49217819431766,,50.0
2025-05,Lugo,DC,0.45,43.05101547424965,-7.511859182573289,,120.0
2025-05,Lugo,DC,0.45,43.05101547424965,-7.511859182573289,,30.0
2025-05,Lugo,DC,0.45,43.05101547424965,-7.511859182573289,,30.0
2025-05,Lugo,DC,0.65,42.96586018912387,-7.454551266972089,,350.0
2025-05,Lugo,DC,0.65,42.964877,-7.45764,,350.0
2025-05,Lugo,DC,0.47,42.98820060000378,-7.535560300002544,,50.0
2025-05,Lugo,DC,0.47,42.98820060000378,-7.535560300002544,,50.0
2025-05,Lugo,DC,0.47,42.98820060000378,-7.535560300002544,,43.0
2025-05,Lugo,DC,0.45,42.99762087432731,-7.545398954377902,,50.0
2025-05,Lugo,DC,0.45,42.99762087432731,-7.545398954377902,,50.0
2025-05,Lugo,DC,0.45,42.99762087432731,-7.545398954377902,,43.0
2025-05,Lugo,DC,0.45,42.99558177167711,-7.542326509477249,,50.0
2025-05,Lugo,DC,0.45,42.99558177167711,-7.542326509477249,,50.0
2025-05,Lugo,DC,0.54,42.99704996414357,-7.568456958968056,,100.0
2025-05,Lugo,AC,0.54,42.99704996414357,-7.568456958968056,,22.0
2025-05,Lugo,DC,0.54,43.03535216729344,-7.574871015688927,,150.0
2025-05,Lugo,DC,0.54,43.03535216729344,-7.574871015688927,,50.0
2025-05,Lugo,DC,0.54,43.03535216729344,-7.574871015688927,,50.0
2025-05,Lugo,AC,0.54,43.03535216729344,-7.574871015688927,,22.0
2025-05,Lugo,DC,0.3,43.0387331,-7.5743626,,60.0
2025-05,Lugo,DC,0.47,43.03954426123127,-7.57331084016073,,50.0
2025-05,Lugo,DC,0.47,43.03954426123127,-7.57331084016073,,50.0
2025-05,Lugo,DC,0.47,43.03954426123127,-7.57331084016073,,43.0
2025-05,Lugo,DC,0.45,43.036781154067626,-7.5684540051051385,,50.0
2025-05,Lugo,DC,0.45,43.036781154067626,-7.5684540051051385,,50.0
2025-05,Lugo,DC,0.45,43.036781154067626,-7.5684540051051385,,43.0
2025-05,Lugo,AC,0.25,43.02089146632164,-7.563603922699713,,22.0
2025-05,Lugo,AC,0.4,43.00497805791818,-7.55417881968927,,7.4
2025-05,Lugo,AC,0.25,43.003685091346114,-7.547317367232267,,22.0
2025-05,Lugo,DC,0.54,43.03283521024298,-7.532763918733622,,100.0
2025-05,Lugo,DC,0.54,43.03518222274681,-7.532046082617143,,180.0
2025-05,Lugo,DC,0.54,43.03518222274681,-7.532046082617143,,180.0
2025-05,Lugo,AC,0.48,43.03727665681731,-7.553209970965696,,22.0
2025-05,Lugo,DC,0.48,43.03727665681731,-7.553209970965696,,60.0
2025-05,Lugo,DC,0.47,43.0256751049842,-7.567092605785859,,50.0
2025-05,Lugo,DC,0.47,43.0256751049842,-7.567092605785859,,50.0
2025-05,Lugo,DC,0.47,43.0256751049842,-7.567092605785859,,43.0
2025-05,Lugo,DC,0.58,43.037566026183754,-7.565894290019173,,180.0
2025-05,Lugo,AC,0.25,43.03844166621775,-7.566068675214524,,22.0
2025-05,Lugo,DC,0.47,43.05101258859756,-7.565516661000686,,50.0
2025-05,Lugo,DC,0.47,43.05101258859756,-7.565516661000686,,50.0
2025-05,Lugo,DC,0.47,43.05101258859756,-7.565516661000686,,43.0
2025-05,Lugo,DC,0.5,43.05253759254501,-7.5643324529181655,,100.0
2025-05,Lugo,DC,0.5,43.05253759254501,-7.5643324529181655,,50.0
2025-05,Lugo,AC,0.5,43.05253759254501,-7.5643324529181655,,22.0
2025-05,Lugo,DC,0.54,43.04180304678141,-7.55307649056931,,150.0
2025-05,Lugo,DC,0.5,43.041887524070944,-7.552475570361537,,43.0
2025-05,Lugo,DC,0.5,43.041887524070944,-7.552475570361537,,50.0
2025-05,Lugo,DC,0.47,43.04461761486277,-7.569795327704554,,50.0
2025-05,Lugo,DC,0.47,43.04461761486277,-7.569795327704554,,50.0
2025-05,Lugo,DC,0.47,43.04461761486277,-7.569795327704554,,43.0
2025-05,Lugo,DC,0.58,43.04261171982384,-7.5696773930062875,,180.0
2025-05,Lugo,DC,0.39,43.04088972548868,-7.580041828440898,,50.0
2025-05,Lugo,DC,0.39,43.04088972548868,-7.580041828440898,,50.0
2025-05,Lugo,DC,0.47,42.931741461585716,-7.634289404162587,,50.0
2025-05,Lugo,DC,0.47,42.931741461585716,-7.634289404162587,,50.0
2025-05,Lugo,DC,0.47,42.931741461585716,-7.634289404162587,,43.0
2025-05,Lugo,DC,0.54,43.105017850618225,-7.613867878767678,,120.0
2025-05,Lugo,AC,0.54,43.105017850618225,-7.613867878767678,,22.0
2025-05,Lugo,DC,0.53,43.159064420622656,-7.636019741999462,,120.0
2025-05,Lugo,DC,0.54,43.17269257568029,-7.766650469809008,,150.0
2025-05,Lugo,DC,0.54,43.17269257568029,-7.766650469809008,,80.0
2025-05,Lugo,DC,0.54,43.17269257568029,-7.766650469809008,,50.0
2025-05,Lugo,DC,0.54,43.17269257568029,-7.766650469809008,,50.0
2025-05,Lugo,AC,0.54,43.17269257568029,-7.766650469809008,,22.0
2025-05,Lugo,AC,0.35,43.328858370693354,-7.748912838695787,,22.0
2025-05,Lugo,DC,0.54,43.316930229063814,-7.625741509579257,,120.0
2025-05,Lugo,DC,0.47,43.294219134140405,-7.670553214044958,,50.0
2025-05,Lugo,DC,0.47,43.294219134140405,-7.670553214044958,,50.0
2025-05,Lugo,DC,0.47,43.294219134140405,-7.670553214044958,,43.0
2025-05,Lugo,DC,0.47,43.30260814705605,-7.672197303301658,,50.0
2025-05,Lugo,DC,0.47,43.30260814705605,-7.672197303301658,,43.0
2025-05,Lugo,DC,0.47,43.30260814705605,-7.672197303301658,,50.0
2025-05,Lugo,DC,0.3,43.30062401573383,-7.6751828715703425,,60.0
2025-05,Lugo,AC,0.25,43.300977312363386,-7.678604422384694,,22.0
2025-05,Lugo,DC,0.48,43.27152591852584,-7.6723998908546776,,50.0
2025-05,Lugo,DC,0.48,43.27152591852584,-7.6723998908546776,,50.0
2025-05,Lugo,AC,0.48,43.27152591852584,-7.6723998908546776,,22.0
2025-05,Lugo,DC,0.5,43.67744200929815,-7.614301547462446,,100.0
2025-05,Lugo,DC,0.5,43.67744200929815,-7.614301547462446,,50.0
2025-05,Lugo,AC,0.5,43.67744200929815,-7.614301547462446,,22.0
2025-05,Lugo,DC,0.54,43.685708648569545,-7.508903253224162,,100.0
2025-05,Lugo,AC,0.58,43.68746147759521,-7.534827281206276,,22.0
2025-05,Lugo,AC,0.58,43.68746147759521,-7.534827281206276,,22.0
2025-05,Lugo,DC,0.5,43.68470188001399,-7.5772506819242835,,50.0
2025-05,Lugo,DC,0.5,43.68470188001399,-7.5772506819242835,,50.0
2025-05,Lugo,AC,0.5,43.68470188001399,-7.5772506819242835,,22.0
2025-05,Lugo,DC,0.55,43.61268535971135,-7.588613273763258,,60.0
2025-05,Lugo,DC,0.45,43.6465856089244,-7.349533291273588,,50.0
2025-05,Lugo,DC,0.45,43.6465856089244,-7.349533291273588,,50.0
2025-05,Lugo,AC,0.45,43.6465856089244,-7.349533291273588,,22.0
2025-05,Lugo,AC,0.25,43.58626925057632,-7.290497575553445,,11.0
2025-05,Lugo,DC,0.39,43.57698630013144,-7.26935868921862,,50.0
2025-05,Lugo,DC,0.39,43.57698630013144,-7.26935868921862,,43.0
2025-05,Lugo,DC,0.39,43.57698630013144,-7.26935868921862,,50.0
2025-05,Lugo,AC,0.25,43.56626880950978,-7.262108443395846,,22.0
2025-05,Palencia,DC,0.45,42.27544861176119,-3.896938761514093,,50.0
2025-05,Palencia,DC,0.45,42.27544861176119,-3.896938761514093,,50.0
2025-05,Palencia,DC,0.45,42.27544861176119,-3.896938761514093,,43.0
2025-05,Palencia,DC,0.52,42.21667415662574,-4.002092092654095,,150.0
2025-05,Palencia,AC,0.36,42.214798080682414,-4.065443979599422,,9.0
2025-05,Palencia,DC,0.47,42.3993843326771,-4.03817084151288,,50.0
2025-05,Palencia,DC,0.47,42.3993843326771,-4.03817084151288,,50.0
2025-05,Palencia,DC,0.47,42.3993843326771,-4.03817084151288,,43.0
2025-05,Palencia,AC,0.35,42.404101665682845,-4.247457539423323,,7.4
2025-05,Palencia,DC,0.5,42.084731269206145,-4.209348698519989,,50.0
2025-05,Palencia,DC,0.5,42.084731269206145,-4.209348698519989,,50.0
2025-05,Palencia,DC,0.5,42.084731269206145,-4.209348698519989,,43.0
2025-05,Palencia,DC,0.45,42.01708098542838,-4.346190676560582,,50.0
2025-05,Palencia,DC,0.45,42.01708098542838,-4.346190676560582,,43.0
2025-05,Palencia,DC,0.45,42.01708098542838,-4.346190676560582,,50.0
2025-05,Palencia,AC,0.5,42.03066538040969,-4.321122190499523,,22.0
2025-05,Palencia,DC,0.5,42.03066538040969,-4.321122190499523,,50.0
2025-05,Palencia,DC,0.5,42.03066538040969,-4.321122190499523,,50.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,180.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,360.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,360.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,50.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,50.0
2025-05,Palencia,DC,0.55,42.03619213642639,-4.280527307305192,,43.0
2025-05,Palencia,DC,0.47,41.7816195316702,-3.9296965760592,,50.0
2025-05,Palencia,DC,0.47,41.7816195316702,-3.9296965760592,,50.0
2025-05,Palencia,DC,0.47,41.7816195316702,-3.9296965760592,,43.0
2025-05,Palencia,AC,0.4,41.82074930921064,-4.597649349979633,,22.0
2025-05,Palencia,DC,0.47,41.83867801644939,-4.5673942282143685,,43.0
2025-05,Palencia,DC,0.47,41.83867801644939,-4.5673942282143685,,50.0
2025-05,Palencia,DC,0.47,41.83867801644939,-4.5673942282143685,,50.0
2025-05,Palencia,DC,0.52,41.8504048293068,-4.551367738801929,,60.0
2025-05,Palencia,DC,0.52,41.8504048293068,-4.551367738801929,,60.0
2025-05,Palencia,DC,0.55,41.8591383197913,-4.551092044067332,,360.0
2025-05,Palencia,DC,0.55,41.8591383197913,-4.551092044067332,,360.0
2025-05,Palencia,DC,0.55,41.8591383197913,-4.551092044067332,,360.0
2025-05,Palencia,DC,0.55,41.8591383197913,-4.551092044067332,,360.0
2025-05,Palencia,DC,0.45,41.87173417824664,-4.539325415040622,,50.0
2025-05,Palencia,DC,0.45,41.87173417824664,-4.539325415040622,,50.0
2025-05,Palencia,AC,0.45,41.87173417824664,-4.539325415040622,,22.0
2025-05,Palencia,DC,0.45,41.900088402645366,-4.5187741808350665,,50.0
2025-05,Palencia,DC,0.45,41.900088402645366,-4.5187741808350665,,50.0
2025-05,Palencia,DC,0.45,41.900088402645366,-4.5187741808350665,,43.0
2025-05,Palencia,AC,0.25,41.989186563611014,-4.518544979930539,,22.0
2025-05,Palencia,AC,0.4,41.98703763361064,-4.516596584608806,,7.4
2025-05,Palencia,AC,0.4,41.98703763361064,-4.516596584608806,,3.7
2025-05,Palencia,DC,0.19,41.952790503211446,-4.515467047821971,,60.0
2025-05,Palencia,DC,0.19,41.952790503211446,-4.515467047821971,,60.0
2025-05,Palencia,AC,0.19,41.952790503211446,-4.515467047821971,,22.0
2025-05,Palencia,AC,0.5,41.93418555950808,-4.486048538884745,,22.0
2025-05,Palencia,DC,0.47,41.91342390316677,-4.509850582965896,,50.0
2025-05,Palencia,DC,0.47,41.91342390316677,-4.509850582965896,,50.0
2025-05,Palencia,DC,0.47,41.91342390316677,-4.509850582965896,,43.0
2025-05,Palencia,DC,0.19,41.94888511188273,-4.51359596434088,,60.0
2025-05,Palencia,AC,0.19,41.94888511188273,-4.51359596434088,,22.0
2025-05,Palencia,AC,0.35,41.99990273231097,-4.5538161499022465,,22.0
2025-05,Palencia,AC,0.38,42.01609256437476,-4.5353325841895185,,7.4
2025-05,Palencia,AC,0.39,42.01099351220881,-4.528656016302818,,22.0
2025-05,Palencia,DC,0.47,42.01361287374698,-4.52556072687716,,50.0
2025-05,Palencia,DC,0.47,42.01361287374698,-4.52556072687716,,50.0
2025-05,Palencia,DC,0.47,42.01361287374698,-4.52556072687716,,43.0
2025-05,Palencia,DC,0.6,42.02088843070922,-4.528333194352058,,150.0
2025-05,Palencia,DC,0.3,42.020342915644676,-4.5287059086195995,,60.0
2025-05,Palencia,DC,0.47,42.025748,-4.548834,,50.0
2025-05,Palencia,DC,0.47,42.025748,-4.548834,,50.0
2025-05,Palencia,DC,0.47,42.025748,-4.548834,,43.0
2025-05,Palencia,AC,0.39,42.03450453524377,-4.5050816465897014,,22.0
2025-05,Palencia,AC,0.39,42.02944842627866,-4.501484278396788,,22.0
2025-05,Palencia,AC,0.39,42.026897875190684,-4.504383417104606,,22.0
2025-05,Palencia,DC,0.45,42.01421623024399,-4.520433358052685,,50.0
2025-05,Palencia,AC,0.45,42.01421623024399,-4.520433358052685,,22.0
2025-05,Palencia,DC,0.45,42.01421623024399,-4.520433358052685,,50.0
2025-05,Palencia,AC,0.5,42.01403179365235,-4.520913117830446,,22.0
2025-05,Palencia,DC,0.5,42.01403179365235,-4.520913117830446,,60.0
2025-05,Palencia,DC,0.65,42.01175948642498,-4.519508105415525,,150.0
2025-05,Palencia,DC,0.55,42.010981199659454,-4.518882572253432,,100.0
2025-05,Palencia,DC,0.55,42.010981199659454,-4.518882572253432,,80.0
2025-05,Palencia,AC,0.2,42.00445966355838,-4.510816185696285,,7.4
2025-05,Palencia,AC,0.2,42.00445966355838,-4.510816185696285,,2.3
2025-05,Palencia,AC,0.45,42.004476839043264,-4.518275062913517,,22.0
2025-05,Palencia,DC,0.45,42.004476839043264,-4.518275062913517,,50.0
2025-05,Palencia,DC,0.45,42.004476839043264,-4.518275062913517,,50.0
2025-05,Palencia,AC,0.44,41.99929584154475,-4.51150315334371,,11.0
2025-05,Palencia,DC,0.44,41.99929584154475,-4.51150315334371,,50.0
2025-05,Palencia,DC,0.45,41.99076945470418,-4.511169061018336,,50.0
2025-05,Palencia,DC,0.45,41.99076945470418,-4.511169061018336,,50.0
2025-05,Palencia,DC,0.45,41.99076945470418,-4.511169061018336,,43.0
2025-05,Palencia,DC,0.5,42.04818762966053,-4.577420591326472,,150.0
2025-05,Palencia,DC,0.47,42.264060217083625,-4.40685923997998,,50.0
2025-05,Palencia,DC,0.47,42.264060217083625,-4.40685923997998,,43.0
2025-05,Palencia,DC,0.47,42.264060217083625,-4.40685923997998,,50.0
2025-05,Palencia,AC,0.39,42.26900030779467,-4.403837655167649,,22.0
2025-05,Palencia,AC,0.35,42.26792093208823,-4.4058747286105415,,7.4
2025-05,Palencia,DC,0.69,42.39163271791128,-4.474732369250859,,300.0
2025-05,Palencia,DC,0.69,42.39163271791128,-4.474732369250859,,80.0
2025-05,Palencia,AC,0.4,42.34125807806453,-4.617124533266178,,22.0
2025-05,Palencia,DC,0.4,42.34125807806453,-4.617124533266178,,50.0
2025-05,Palencia,DC,0.4,42.34125807806453,-4.617124533266178,,50.0
2025-05,Palencia,AC,0.39,42.37134204967299,-5.029129870032847,,7.4
2025-05,Palencia,AC,0.2,42.52206432502928,-4.736071955920011,,3.7
2025-05,Palencia,AC,0.39,42.89450714956055,-4.747283307893127,,7.4
2025-05,Palencia,AC,0.39,42.82767211262993,-4.843647730551481,,7.4
2025-05,Palencia,DC,0.54,42.789642575609605,-4.8449103628307455,,100.0
2025-05,Palencia,DC,0.54,42.789369089562854,-4.845981556953745,,100.0
2025-05,Palencia,DC,0.54,42.78975202659552,-4.848199818178358,,100.0
2025-05,Palencia,AC,0.2,42.86511690908824,-4.496739264173925,,7.4
2025-05,Palencia,AC,0.25,42.8628847862706,-4.496233156937933,,7.4
2025-05,Palencia,AC,0.2,42.86176270973954,-4.497683338802403,,7.4
